    0:00.072       18     +    0    0    0	(N
    4:39.152    69788     +    0    0    0	(NOISE
    4:44.076    71019     +    0    0    0	(N
    5:54.612    88653     +    0    0    0	(NOISE
    6:08.536    92134     +    0    0    0	(N
    6:52.384   103096     +    0    0    0	(NOISE
    7:00.536   105134     +    0    0    0	(N
   12:52.768   193192     +    0    0    0	(NOISE
   12:58.612   194653     +    0    0    0	(N
   13:38.692   204673     +    0    0    0	(NOISE
   14:37.996   219499     +    0    0    0	(N
   15:18.920   229730     +    0    0    0	(NOISE
   16:01.768   240442     +    0    0    0	(N
   16:10.692   242673     +    0    0    0	(NOISE
   16:15.920   243980     +    0    0    0	(N
   16:26.460   246615     +    0    0    0	(NOISE
   16:32.228   248057     +    0    0    0	(N
   16:42.920   250730     +    0    0    0	(NOISE
   16:55.844   253961     +    0    0    0	(N
   22:12.844   333211     +    0    0    0	(VT
   22:14.844   333711     +    0    0    0	(N
   22:15.768   333942     +    0    0    0	(VT
   25:28.844   382211     +    0    0    0	(NOISE
   25:35.152   383788     +    0    0    0	(VFIB
   33:51.304   507826     +    0    0    0	(NOISE
   33:55.228   508807     +    0    0    0	(VFIB
   34:02.076   510519     +    0    0    0	(NOISE
   34:06.768   511692     +    0    0    0	(VFIB
   34:23.460   515865     +    0    0    0	(NOISE
