    0:00.164       41     +    0    0    0	(BI
    6:42.536   100634     +    0    0    0	(VT
    6:48.536   102134     +    0    0    0	(BI
   14:34.920   218730     +    0    0    0	(NOISE
   15:22.536   230634     +    0    0    0	(BI
   16:16.152   244038     +    0    0    0	(NOISE
   16:53.612   253403     +    0    0    0	(BI
   17:18.612   259653     +    0    0    0	(NOISE
   17:22.076   260519     +    0    0    0	(BI
   17:35.692   263923     +    0    0    0	(NOISE
   18:58.996   284749     +    0    0    0	(BI
   20:08.460   302115     +    0    0    0	(NOISE
   20:15.228   303807     +    0    0    0	(BI
   30:55.228   463807     +    0    0    0	(VFL
   31:04.996   466249     +    0    0    0	(BI
   32:24.420   486105     +    0    0    0	(VT
   32:25.960   486490     +    0    0    0	(BI
   32:27.576   486894     +    0    0    0	(VT
   32:29.576   487394     +    0    0    0	(BI
   32:52.112   493028     +    0    0    0	(NOISE
   33:03.960   495990     +    0    0    0	(BI
   33:15.112   498778     +    0    0    0	(VFL
   34:37.192   519298     +    0    0    0	(BI
