    0:00.072       18     +    0    0    0	(N
    0:03.612      903     +    0    0    0	(NOISE
    0:27.844     6961     +    0    0    0	(N
    1:07.228    16807     +    0    0    0	(NOISE
    1:12.460    18115     +    0    0    0	(N
    2:10.384    32596     +    0    0    0	(NOISE
    2:14.076    33519     +    0    0    0	(N
    2:38.304    39576     +    0    0    0	(NOISE
    4:08.076    62019     +    0    0    0	(N
    4:32.996    68249     +    0    0    0	(NOISE
    4:56.920    74230     +    0    0    0	(N
    5:09.692    77423     +    0    0    0	(NOISE
    5:16.384    79096     +    0    0    0	(N
    5:25.768    81442     +    0    0    0	(NOISE
    5:35.304    83826     +    0    0    0	(N
    5:53.692    88423     +    0    0    0	(NOISE
    6:19.612    94903     +    0    0    0	(N
    6:58.460   104615     +    0    0    0	(NOISE
    7:10.844   107711     +    0    0    0	(N
    7:28.228   112057     +    0    0    0	(NOISE
    7:38.920   114730     +    0    0    0	(N
   10:50.460   162615     +    0    0    0	(NOISE
   10:56.920   164230     +    0    0    0	(N
   12:01.076   180269     +    0    0    0	(NOISE
   13:36.536   204134     +    0    0    0	(N
   13:53.612   208403     +    0    0    0	(NOISE
   14:23.612   215903     +    0    0    0	(N
   14:54.152   223538     +    0    0    0	(VT
   14:59.384   224846     +    0    0    0	(N
   15:11.460   227865     +    0    0    0	(VT
   15:14.536   228634     +    0    0    0	(N
   15:17.304   229326     +    0    0    0	(VT
   15:19.384   229846     +    0    0    0	(N
   15:20.460   230115     +    0    0    0	(VT
   15:22.304   230576     +    0    0    0	(N
   15:23.536   230884     +    0    0    0	(VT
   15:26.152   231538     +    0    0    0	(N
   15:27.228   231807     +    0    0    0	(VT
   15:28.996   232249     +    0    0    0	(N
   15:29.844   232461     +    0    0    0	(VT
   15:31.460   232865     +    0    0    0	(N
   15:32.460   233115     +    0    0    0	(VT
   15:34.996   233749     +    0    0    0	(N
   15:37.460   234365     +    0    0    0	(VT
   15:40.076   235019     +    0    0    0	(N
   15:42.460   235615     +    0    0    0	(VT
   15:45.304   236326     +    0    0    0	(N
   15:46.612   236653     +    0    0    0	(VT
   15:48.692   237173     +    0    0    0	(N
   15:49.612   237403     +    0    0    0	(VT
   15:51.304   237826     +    0    0    0	(N
   15:52.536   238134     +    0    0    0	(VT
   15:54.384   238596     +    0    0    0	(N
   15:55.536   238884     +    0    0    0	(VT
   15:57.076   239269     +    0    0    0	(N
   15:58.460   239615     +    0    0    0	(VT
   16:00.228   240057     +    0    0    0	(N
   16:01.304   240326     +    0    0    0	(VT
   16:02.920   240730     +    0    0    0	(N
   16:04.152   241038     +    0    0    0	(VT
   16:05.768   241442     +    0    0    0	(N
   16:07.076   241769     +    0    0    0	(VT
   16:08.768   242192     +    0    0    0	(N
   17:13.228   258307     +    0    0    0	(NOISE
   17:22.844   260711     +    0    0    0	(N
   17:40.768   265192     +    0    0    0	(NOISE
   18:40.692   280173     +    0    0    0	(N
   18:45.996   281499     +    0    0    0	(VT
   19:01.228   285307     +    0    0    0	(N
   19:02.692   285673     +    0    0    0	(VT
   19:06.920   286730     +    0    0    0	(N
   19:08.076   287019     +    0    0    0	(VT
   19:10.692   287673     +    0    0    0	(N
   19:11.844   287961     +    0    0    0	(VT
   19:16.076   289019     +    0    0    0	(N
   19:17.076   289269     +    0    0    0	(VT
   19:20.384   290096     +    0    0    0	(N
   19:21.844   290461     +    0    0    0	(VT
   19:25.228   291307     +    0    0    0	(N
   19:26.384   291596     +    0    0    0	(VT
   19:30.460   292615     +    0    0    0	(N
   19:31.920   292980     +    0    0    0	(VT
   19:35.612   293903     +    0    0    0	(N
   19:36.844   294211     +    0    0    0	(VT
   19:39.304   294826     +    0    0    0	(N
   19:40.768   295192     +    0    0    0	(VT
   19:43.768   295942     +    0    0    0	(N
   19:45.152   296288     +    0    0    0	(VT
   19:48.304   297076     +    0    0    0	(N
   19:49.384   297346     +    0    0    0	(VT
   19:52.384   298096     +    0    0    0	(N
   19:53.536   298384     +    0    0    0	(VT
   19:56.692   299173     +    0    0    0	(N
   19:57.768   299442     +    0    0    0	(VT
   20:00.768   300192     +    0    0    0	(N
   20:01.844   300461     +    0    0    0	(VT
   20:04.996   301249     +    0    0    0	(N
   20:06.076   301519     +    0    0    0	(VT
   20:09.076   302269     +    0    0    0	(N
   20:10.152   302538     +    0    0    0	(VT
   20:13.076   303269     +    0    0    0	(N
   20:14.536   303634     +    0    0    0	(VT
   20:19.304   304826     +    0    0    0	(N
   20:20.612   305153     +    0    0    0	(VT
   20:23.536   305884     +    0    0    0	(N
   20:24.536   306134     +    0    0    0	(VT
   20:27.844   306961     +    0    0    0	(N
   20:28.920   307230     +    0    0    0	(VT
   20:32.228   308057     +    0    0    0	(N
   20:33.768   308442     +    0    0    0	(VT
   20:37.920   309480     +    0    0    0	(N
   20:39.228   309807     +    0    0    0	(VT
   20:46.304   311576     +    0    0    0	(N
   20:50.844   312711     +    0    0    0	(VT
   21:05.460   316365     +    0    0    0	(NOISE
   21:09.460   317365     +    0    0    0	(N
   21:12.612   318153     +    0    0    0	(VT
   21:21.304   320326     +    0    0    0	(N
   21:23.304   320826     +    0    0    0	(VT
   21:29.076   322269     +    0    0    0	(N
   21:30.692   322673     +    0    0    0	(VT
   21:36.384   324096     +    0    0    0	(N
   21:38.076   324519     +    0    0    0	(VT
   21:43.692   325923     +    0    0    0	(N
   21:45.304   326326     +    0    0    0	(VT
   21:53.076   328269     +    0    0    0	(N
   21:54.460   328615     +    0    0    0	(VT
   22:00.920   330230     +    0    0    0	(N
   22:03.460   330865     +    0    0    0	(VT
   22:10.920   332730     +    0    0    0	(N
   22:15.844   333961     +    0    0    0	(VT
   24:46.076   371519     +    0    0    0	(N
   33:55.384   508846     +    0    0    0	(NOISE
   34:11.692   512923     +    0    0    0	(N
