    0:00.072       18     +    0    0    0	(N
    2:44.536    41134     +    0    0    0	(NOISE
    3:04.536    46134     +    0    0    0	(N
    4:15.612    63903     +    0    0    0	(NOISE
    4:40.612    70153     +    0    0    0	(N
    8:45.612   131403     +    0    0    0	(NOISE
    9:00.612   135153     +    0    0    0	(N
   14:52.612   223153     +    0    0    0	(NOISE
   15:15.612   228903     +    0    0    0	(N
   15:26.612   231653     +    0    0    0	(NOISE
   15:29.612   232403     +    0    0    0	(VT
   15:58.408   239602     +    0    0    0	(NOISE
   17:06.408   256602     +    0    0    0	(B
   18:58.496   284624     +    0    0    0	(N
   19:05.960   286490     +    0    0    0	(NOISE
   21:14.884   318721     +    0    0    0	(N
   22:47.884   341971     +    0    0    0	(NOISE
   23:05.884   346471     +    0    0    0	(N
   24:00.884   360221     +    0    0    0	(B
   27:34.652   413663     +    0    0    0	(N
